neg,neu,pos,compound,headline
0.157,0.663,0.181,0.1027,India Throws Out Gates Foundation Due to Conflicts of Interest with Big Pharma
0.0,1.0,0.0,0.0,Russian tankers fueled North Korea via transfers at sea
0.0,1.0,0.0,0.0,Russian tankers fueled North Korea via transfers at sea: Reuters
0.0,1.0,0.0,0.0,Russian tankers fueled North Korea via transfers at sea
0.237,0.722,0.041,-0.891,"Palestine's Pakistan ambassador shares stage with Hafiz Saeed, Lashkar-e-Taiba chief: Saeed is banned as a global terrorist by the UN and is accused as the mastermind of the 26/11 attacks. Saeed used the rally to call for an ""Islamic summit"" to defend Jerusalem from Israel."
0.196,0.804,0.0,-0.296,Multiple Jewish People Missing Kidneys After Bariatric Surgery In Mexico
0.277,0.723,0.0,-0.3182,'White genocide' professor resigns from Drexel University
0.257,0.743,0.0,-0.6705,"Police Killed More Than 1,100 People This Year and a Quarter of Them Were Black"
0.0,0.548,0.452,0.765,India’s Viswanathan Anand wins World Rapid Chess Championship in Riyadh
0.14,0.793,0.067,-0.296,Israel confirms withdrawal from UN cultural body UNESCO over resolutions critical of the Jewish state.
0.444,0.556,0.0,-0.5859,Scattered Protests Erupt in Iran Over Economic Woes
0.0,1.0,0.0,0.0,Archaeologists Find Gate to Headquarters of Famed “Ironclad” Sixth Legion in Northern Israel
0.0,0.597,0.403,0.4019,Kidnapped Bitcoin exchange chief freed
0.0,1.0,0.0,0.0,'World's first solar highway' opens in China for testing.
0.227,0.713,0.06,-0.7579,"VW aims to block emissions audit in constitutional court: The German carmaker has lodged a complaint with Germany's highest court, seeking to overturn a lower court's ruling that it must appoint a special auditor to investigate its Dieselgate emissions scandal"
0.375,0.625,0.0,-0.5859,Jordan’s King arrests brothers and cousin in suspected Saudi-led coup
0.314,0.686,0.0,-0.9509,New study shows AfD Facebook posts spur anti-refugee attacks: A new study has found a direct link between social media hate and subsequent violent attacks on immigrant groups in both Germany and the US. Donald Trump's tweets also triggered an up-tick in anti-immigrant crime
0.0,1.0,0.0,0.0,Rare White rhino born at the Toronto Zoo for first time in 27 years
0.305,0.695,0.0,-0.91,"Iran protests traced to past economic mishaps: Authorities in Iran have warned of crackdowns on spreading protests over economic problems. Police have dispersed 50 people in Tehran after 52 arrests a day earlier in Mashhad, a city hit by bank failures"
0.091,0.909,0.0,-0.128,Brazil - Mass Robberies and Plunders in Rio Grande do Norte After Ten Days of Police Strike
0.1,0.846,0.054,-0.3612,"South Africa's top court on Friday ruled parliament failed to hold President Jacob Zuma accountable for using public money for private home upgrades, a move that could lead to impeachment proceedings"
0.0,0.783,0.217,0.7262,Germany paid people to use electricity over the holidays because its grid is so clean - Electricity prices dipped below zero on Christmas in Germany.
0.0,1.0,0.0,0.0,Lord Adonis quits as Theresa May's infrastructure tsar over Brexit
0.0,0.813,0.187,0.3182,NEW: Devin Nunes' Campaign Donor Was Original Funder Of Trump-Russia Dossier
0.0,0.473,0.527,0.836,World's richest 500 see their wealth increase by $1tn this year
0.0,1.0,0.0,0.0,Samsung and LG say they do not slow down older phones
0.174,0.826,0.0,-0.2263,A collection of video clips of today Iranian Protests with translation
0.0,0.882,0.118,0.0516,Russia sentences fund head Browder who campaigned in Magnitsky case
0.365,0.635,0.0,-0.5574,"Protests rally in western Iran, some demonstrators detained in Tehran"
0.455,0.545,0.0,-0.8481,North Korean nuclear scientist who defected to China kills himself after forced to return
0.0,1.0,0.0,0.0,"Turkey, Russia sign deal on supply of S-400 missiles"
0.28,0.72,0.0,-0.5423,Gunman kills seven outside Coptic church in Cairo suburb: ministry
0.25,0.547,0.203,-0.3818,B.C.'s highest court rejects mandatory minimum sentence for marijuana grower
0.31,0.69,0.0,-0.5574,General Court in Riyadh retracts ban on unveiled women
0.459,0.541,0.0,-0.9274,"Thousands of Palestinians take part in anti-Trump protests - demonstrators chanted ""Death to America, death to Israel, and death to Trump"""
0.275,0.725,0.0,-0.2263,Wave of protests hits Iran cities
0.0,1.0,0.0,0.0,"India's finance ministry likens Bitcoin to Ponzi scheme, cautions investors"
0.224,0.776,0.0,-0.3818,Cuba's Infant Mortality Rate at Its Lowest in Nation's History
0.298,0.702,0.0,-0.836,'Death to the dictator': Thousands of protesters in Iran attack president and mullahs in second day of clashes as demonstrations spread to eight cities
0.0,0.87,0.13,0.4939,"Conservative billionaire and former Prime Minister Silvio Berlusconi launched his election campaign in Italy on Thursday by promising a universal basic “dignity income” for all Italians of 1,000 euros per month"
0.573,0.427,0.0,-0.7717,Twelve died after attack on egyptian church
0.105,0.895,0.0,-0.5106,"UK Tory MP condemns universal basic income 'on moral grounds' - Stumping up for workers made redundant by robots is ‘dangerous nonsense’, says former minister Nick Boles in new book"
0.0,1.0,0.0,0.0,Israeli minister forces NBA website to remove phrase 'occupied territory'
0.34,0.66,0.0,-0.7717,"At least 10 dead in Egypt after gunmen opened fire at Coptic church, officials say"
0.0,1.0,0.0,0.0,White House officials reportedly said that time Angela Merkel had to explain the 'fundamentals' of EU trade to Trump 11 times was 'humiliating'
0.095,0.855,0.049,-0.34,"Jacob Zuma not held to account over home upgrade scandal, court rules - South Africa’s constitutional court says proceedings must be launched that could remove scandal-stricken president from office"
0.18,0.82,0.0,-0.296,Japan aims to lower age of adulthood to 18 by 2022
0.241,0.759,0.0,-0.2263,Iran hit by second day of protests
0.524,0.476,0.0,-0.765,"Gunman kills 9 in attack on a church in Cairo,Egypt."
0.341,0.659,0.0,-0.4767,Gunmen in deadly attack on Egypt church
0.115,0.693,0.192,0.4404,"Alarming link between fungicides and bee declines revealed: Fungicides are found to be the strongest factor linked to steep bumblebee declines, surprising scientists and adding to the threats to vital pollinators."
0.247,0.753,0.0,-0.5574,"China ban on ivory sales begins Sunday, aims to curb elephant poaching"
0.549,0.451,0.0,-0.8074,North Korean Nuke Scientist Caught Defecting Killed Himself
0.427,0.573,0.0,-0.7717,Cairo church shooting: 9 dead after gunmen opens fire during morning prayers
0.0,1.0,0.0,0.0,South Korea seizes ship it claims transferred oil to North Korea
0.38,0.62,0.0,-0.5994,IDF strikes Hamas targets in Gaza Strip following rocket fire
0.256,0.744,0.0,-0.4767,Man dies after an internet troll “swats” the wrong house
0.0,1.0,0.0,0.0,Jehovah's Witnesses' Property Seized by the Russian Government
0.0,0.811,0.189,0.2732,Loyalists told Charles Haughey MI5 ‘asked us to execute you’
0.0,0.904,0.096,0.4939,"Prime Minister Shinzo Abe might decline to attend the Pyeongchang Winter Olympics in February, given South Korea’s new misgivings about the historic 2015 “comfort women” agreement, a Japanese government source said Thursday."
0.286,0.714,0.0,-0.34,Gunmen open fire at church near Cairo
0.458,0.542,0.0,-0.8225,At least three killed in attack on church south of Cairo
0.0,1.0,0.0,0.0,'Steve Jobs' is an Italian company — and Apple can't do anything about it
0.0,1.0,0.0,0.0,South Korea seizes ship it claims transferred oil to North Korea
0.0,0.743,0.257,0.5859,The young abortion activist touring Ireland to win over hearts and minds
0.31,0.69,0.0,-0.5574,General Court in Riyadh retracts ban on unveiled women
0.149,0.851,0.0,-0.1027,Pakistan Army warns US against ‘unilateral action’ in Pakistan
0.0,0.69,0.31,0.2023,Apple apologises for iPhone slowdowns
0.0,1.0,0.0,0.0,Hong Kong lawyers 'appalled' by move to enforce China law in rail station
0.452,0.482,0.066,-0.8126,North Korean Nuclear Scientist Commits Suicide on Forced Return From China
0.0,0.847,0.153,0.2023,South Africa's top court to rule on Zuma impeachment motion Friday
0.0,0.723,0.277,0.3182,Thousands of Peruvians march against Fujimori pardon
0.0,1.0,0.0,0.0,South Korea seizes Hong Kong ship for oil transfer to North: Seoul
0.181,0.709,0.11,-0.2263,"Taiwan president says island's defence budget to grow, given China pressures"
0.388,0.612,0.0,-0.6908,South Korea angers Japan with “unacceptable” military drills near disputed islands
0.0,1.0,0.0,0.0,Australia's Prime Minister Malcolm Turnbull was issued a A$250 ticket (US$193) on Friday for not wearing a lifejacket on Sydney Harbour
0.0,0.796,0.204,0.8669,Columbia University Professor : Don't make the mistake of thinking Trump doesn't know about climate change. He knows. People need to understand what's going on. The american Republican Party is funded by Charles Koch and David Koch. Two of the wealthiest oil fortunes in the United States.
0.0,0.816,0.184,0.2023,UFO backtrack: Mystery over top secret UFO program deepens
0.495,0.505,0.0,-0.8957,Rihanna's cousin shot dead in Barbados as singer calls for end to gun violence
0.576,0.424,0.0,-0.7783,Police kill two mistaking them for gunmen
0.0,1.0,0.0,0.0,Dutch plan vast windfarm island in North Sea
0.427,0.573,0.0,-0.9129,At least 15 people have been killed and more than 50 injured in a fire that broke out in a restaurant in Mumbai
0.0,1.0,0.0,0.0,Australian Prime Minister Malcolm Turnbull fined $250 for not wearing a lifejacket on Sydney Harbour
0.262,0.738,0.0,-0.5994,Afghan Teen Taken Into Police Custody Over Stabbing A German Girl to Death
0.0,1.0,0.0,0.0,The cops and politicians joining Canada's cannabis business
0.0,1.0,0.0,0.0,"Trump administration rescinding rules for oil, gas drilling"
0.0,1.0,0.0,0.0,Hong Kong vessel seized by S. Korea after ship-to-ship oil transfer for N. Korea
0.0,1.0,0.0,0.0,"India likens cryptocurrencies to Ponzi scheme, cautions investors"
0.0,1.0,0.0,0.0,Berlusconi woos voters with tax breaks for pet owners and a basic income for all Italians
0.462,0.538,0.0,-0.8625,Saudi-led airstrikes kill 68 civilians in one day of Yemen's 'absurd' war
0.0,0.761,0.239,0.296,Scientists Restore Communication with the Angolan Satellite AngoSat
0.327,0.673,0.0,-0.5267,3 Ohio pastors indicted on child sex trafficking conspiracy
0.0,1.0,0.0,0.0,Likud central body to push for annexation of entire West Bank
0.0,1.0,0.0,0.0,South Korea seizes HK-flagged vessel it says transferred oil to North Korea
0.0,1.0,0.0,0.0,Zimbabwean family stranded in Bangkok airport for months
0.0,0.769,0.231,0.4019,"Evangelical Christian voters' Trump support isn't ""justifiable,"" British bishop says"
0.391,0.609,0.0,-0.6705,Mexican legislator killed in western state of Jalisco
0.435,0.565,0.0,-0.659,Tehran police: No more arrests for flouting dress code
0.342,0.518,0.14,-0.5994,Facebook and Twitter face sanctions if they fail to help 'fake news' inquiry
0.0,1.0,0.0,0.0,French ‘jihadist commander’ captured in Syria
0.391,0.609,0.0,-0.6705,Mexican legislator killed in western state of Jalisco
0.0,0.756,0.244,0.4404,"Turkey's Erdogan says he wants better relations with EU, Germany."
0.35,0.65,0.0,-0.5106,North Korea's other weapons: Expert warns nukes aren't biggest concern
0.097,0.903,0.0,-0.4588,India will provide Myanmar with $25 million for development projects including prefabricated houses in troubled Rakhine state to enable the return of Rohingya Muslims who have fled the area
0.531,0.469,0.0,-0.8807,Ouster of a brutal militia from Libya’s smuggling hub chokes off migrant flow
0.0,1.0,0.0,0.0,Trump Says Russia Inquiry Makes U.S. ‘Look Very Bad’
0.0,1.0,0.0,0.0,US Ambassador To The U.N. Pranked By Russians:
0.293,0.707,0.0,-0.7003,'A crime against all that is civilized': UNICEF report details plight of kids in conflict zones
0.0,0.813,0.187,0.3182,Huge New Year's Eve police operation planned for Sydney and Melbourne
0.519,0.481,0.0,-0.8658,Treated 'worse than animals': thousands of Indian women feared trapped in ashrams
0.417,0.583,0.0,-0.6124,Protesters arrested in Iran after rally against price hikes
0.044,0.898,0.058,0.1779,"Nearly 100,000 Aussie homes and businesses risk having their Internet disconnected when the new year comes if they do not make a decision before the 18-month NBN cut-off date. Up to 173 suburbs have to choose an NBN provider and a plan before the grace period ends."
0.417,0.583,0.0,-0.6486,Twelve dead in New York apartment blaze
0.123,0.877,0.0,-0.4728,"We're not the National Hangover Service, NHS boss warns revellers - More street drunk tanks could be set up to keep ‘frankly selfish’ New Year’s Eve and weekend partygoers away from hospital"
0.257,0.743,0.0,-0.6705,"Hindu girl gang-raped by father-in-law, uncle, killed after she refuses to convert to Islam"
0.487,0.513,0.0,-0.8225,Taiwan officer killed in Humvee accident on island near China
0.186,0.737,0.077,-0.5719,"Bitcoin falls $1,000 after South Korea promises crackdown on trading - Move comes less than two weeks after high-profile digital currency exchange in Seoul was hacked and went bankrupt"
0.058,0.942,0.0,-0.2732,"An Indian State Chief Minister unveiled the scheme of Fiber Grid. 23,800 km of already deployed optical Fiber Cable to connect 13 million households with high speed internet for as low as $2.3 per month."
0.248,0.752,0.0,-0.7845,"Margaret Thatcher's aversion to pandas revealed by declassified papers - Former prime minister’s dislike of the panda might have been down to reluctance to imitate predecessor, Ted Heath"
0.108,0.892,0.0,-0.5574,"Open letter urges boycott of Austrian cabinet and its right-wing FPÖ members: An international call to boycott Austria's new cabinet, especially its far-right ministers, has been published in Le Monde. Signatories include France's Bernard Kouchner and Canada's ex-premier Kim Campbell"
0.286,0.714,0.0,-0.34,Trump accuses China of allowing N Korea oil
0.0,1.0,0.0,0.0,German police seize 1 metric ton of substance used to make hallucinogen DMT
0.0,1.0,0.0,0.0,Canada: Passenger pulls bus over after driver passes out at wheel
0.333,0.667,0.0,-0.9517,"Mexico confronts surge in violence against women. Puebla, Mexico - Gabriela Molina Herrera says she lives in fear. Less than a month ago, her younger sister was sexually assaulted and murdered. Her sister's body was found on the side of a road..."
0.317,0.683,0.0,-0.6249,Method to age whisky in just hours was axed over Scotch industry fears
0.0,0.757,0.243,0.5423,Donald Trump says US needs 'good old global warming' to cope with snow burying east coast
0.159,0.768,0.073,-0.5499,"Prisons at breaking point but Australia is still addicted to incarceration. Even as crime rates fall, jails all over the country are experiencing significant overcrowding"
0.0,1.0,0.0,0.0,Chile’s cleanest lake owes its status to indigenous communities
0.0,0.939,0.061,0.34,"Robert Mugabe will get a house, a fleet of private cars and guaranteed first class air travel as part of a retirement package funded by the Zimbabwean government...will also maintain at least 20 staff including security guards at tax payer expense."
0.073,0.927,0.0,-0.5106,Over a dozen confidential government files relating to Britain’s European policy in the early 1990s have been held back from the latest tranche of historical documents released to the public: Labour’s Jon Trickett says the Government has 'abysmally failed in duty' to provide transparency.
0.53,0.47,0.0,-0.8356,National Tragedy! Giant rubber duck drowns in Hong Kong
0.0,0.752,0.248,0.3182,The U.S. and Israel Just Admitted the Iran Deal Is Worth Keeping
0.058,0.828,0.114,0.4019,"Canadians will throw out 540,000 tonnes of wrapping paper and gift bags this Christmas season: Zero Waste Canada, a Vancouver-based advocacy group, estimates each Canadian tosses about 50 kilograms of garbage over the holidays, 25 per cent more than the rest of the year."
0.291,0.709,0.0,-0.6249,Vladimir Putin orders police to 'liquidate' terrorists after St Petersburg explosion
0.0,1.0,0.0,0.0,Apple apologies for slowing iPhone batteries down
0.108,0.892,0.0,-0.4404,"More than 1,000 ancient stone artifacts and weapons have been discovered in Saudi Arabia that Could Tell Story of When Early Humans First Left Africa"
0.0,0.902,0.098,0.3612,"Canadian citizenship applications surge after government relaxes language, residency rules:17,500 applications filed in week after requirements revised, compared with 3,653 in an average week"
0.237,0.763,0.0,-0.4767,Report: Romanian hackers arrested for downing DC cameras before Trump inauguration
0.368,0.556,0.076,-0.9274,Argentina Dirty War: Killer Etchecolatz gets house arrest -- A court in Argentina has granted house arrest to an 88-year-old former police officer who was serving a life sentence for crimes against humanity.
0.0,0.828,0.172,0.3612,"Apple apologizes for iPhone slowdown drama, will offer $29 battery replacements for a year."
0.342,0.518,0.14,-0.5994,Facebook and Twitter face sanctions if they fail to help 'fake news' inquiry
0.138,0.862,0.0,-0.34,"Police arrest an alleged Mexican drug boss in Brazil, where he was vacationing with his family."
0.0,1.0,0.0,0.0,"Netanyahu gifts Micronesian island a $72,000 sewage plant for UN vote"
0.0,1.0,0.0,0.0,Belgium Ends Telegram Service After 171 Years
0.0,1.0,0.0,0.0,Parts of Canada colder than Mars and Antarctica
0.231,0.769,0.0,-0.2732,Toronto breaks 57-year record low temperature with -22ºC
0.0,0.602,0.398,0.5106,Zimbabwe unveils generous Mugabe retirement package
0.0,0.758,0.242,0.4939,Liberia Anticipates First Peaceful Transfer of Power in Over 70 Years
0.231,0.769,0.0,-0.5574,U.N. says 'massive' rights abuses in southern Philippines could intensify under martial law
0.353,0.647,0.0,-0.5994,Youtube sides with Putin by blocking Navalny's call for election boycott.
0.0,1.0,0.0,0.0,Italy dissolves parliament for election
0.325,0.675,0.0,-0.6486,Apple hit with criminal lawsuit in France for slowing down old iPhone models
0.0,1.0,0.0,0.0,"Shenzhen shows the world how it’s done, electrifies all public transit with massive fleet of 16,000+ electric buses"
0.0,0.612,0.388,0.5859,George Weah set to win Liberia presidency
0.412,0.588,0.0,-0.5994,"Venezuela backs national cryptocurrency with 5,000,000,000 barrels of crude"
0.0,0.654,0.346,0.5719,Soccer star George Weah wins Liberian presidential election
0.0,1.0,0.0,0.0,China raids fentanyl factory but remains silent on wanted kingpins
0.0,1.0,0.0,0.0,"Double whirlpools with unique traits discovered spinning across 100s of miles of ocean for 1st time - The ocean phenomenon has stayed together longer than ever before seen. It's 2 linked eddies spin in opposite directions, sucking up marine creatures, sending them flying at high speeds."
0.0,1.0,0.0,0.0,Trump deported fewer Mexicans in first year than Obama
0.057,0.943,0.0,-0.2732,"An Indian State Chief Minister unveiled the scheme of Fiber Grid. 23,800 km of already deployed optical Fiber Cable to connect 13 million households with high speed internet for as low as just $2.3 per month."
0.331,0.573,0.096,-0.5719,Apple Keeps Losing Legal Battles to an Italian Company Called ‘Steve Jobs’
0.0,1.0,0.0,0.0,"Trump says China ""caught red handed"" selling oil to North Korea"
0.087,0.727,0.185,0.4019,Lebanon's Foreign Minister and leader of second biggest political party Gebran Bassil under fire for saying Israel has right to 'live in security'
0.514,0.486,0.0,-0.8126,"ISIS Claims Attack on Kabul Shiite Center, 41 Dead"
0.0,1.0,0.0,0.0,Trump says 'disappointed' China allowing oil into North Korea
0.286,0.714,0.0,-0.3818,China says US not doing enough to cut demand for opioids
0.783,0.217,0.0,-0.8957,Dozens killed in Kabul bomb attack
0.224,0.776,0.0,-0.3818,Pakistan: Religious group threatens barbers with 'consequences' over 'un-Islamic' beards
0.318,0.682,0.0,-0.4215,Venezuelans abroad panhandle with their useless cash
0.397,0.603,0.0,-0.6808,Putin says St. Petersburg supermarket bombing was terrorism
0.0,1.0,0.0,0.0,"U.S., Turkey mutually lift visa restrictions, ending months-long row"
0.4,0.6,0.0,-0.9638,"Venezuelans protest over pork shortage, Maduro blames Portugal. Hundreds of Venezuelans took to the streets in poor parts of Caracas overnight to protest a shortage of pork for traditional Christmas meals in the latest symptom of social discontent during a brutal economic crisis."
0.07,0.93,0.0,-0.0516,More than 200 of Scottish shell firms have sidestepped new UK anti-corruption rules using a simple bureaucratic trick
0.109,0.816,0.075,-0.128,"Moscow Police Detain Opposition Politician Ilya Yashin: Yashin, a Moscow municipal deputy, held a ""meeting with voters"" on Sunday after a court struck down his permit request for a ""Day of Free Elections."" The event was organized to educate voters about their rights."
0.0,0.803,0.197,0.4019,"Christians should reconsider 'uncritical support' of Donald Trump, says Bishop of Liverpool"
0.052,0.822,0.127,0.296,"A robot has photographed a nearly intact ancient urn at the bottom of Japan’s largest freshwater lake. Over the last century, a number of pottery pieces representing a huge range in timeline have been recovered from Lake Biwako; archaeologists have no idea why."
0.058,0.803,0.139,0.4404,Dr. Phil presents himself as a crusader for recovery who rescues people from their addictions. But his show has put at risk the health of some of those guests it purports to help.
0.412,0.588,0.0,-0.9744,"Yemen strikes kill 68 civilians in one day. ""this absurd war that has only resulted in the destruction of the country and the incommensurate suffering of its people, who are being punished as part of a futile military campaign by both sides"""
0.33,0.542,0.128,-0.4767,Macron under fire over plans to slash benefits for unemployed who refuse work in France
0.119,0.593,0.289,0.5106,Chess champion to miss Saudi Arabia tournament over women's rights
0.0,0.769,0.231,0.128,Myanmar court extends Reuters journos custody
0.208,0.792,0.0,-0.2732,"Egypt, Sudan relations at a new low over Erdogan's visit"
0.0,1.0,0.0,0.0,The average IQ in scandinavia is in decline.
0.0,1.0,0.0,0.0,S. Korean president calls sex slave deal with Japan flawed
0.448,0.552,0.0,-0.7579,South Korea's Moon says WWII sex slavery deal seriously flawed
0.351,0.649,0.0,-0.7579,Tallest’ Lego tower built in memory of 8-year-old boy cancer victim in Tel Aviv
0.119,0.881,0.0,-0.2263,'We don’t have time to wait and see': air pollution protesters resort to direct action
0.262,0.738,0.0,-0.4939,"Once a Cash Cow, Venezuela’s Oil Company Now Verges on Collapse"
0.0,1.0,0.0,0.0,Time for Afghanistan and US to do more for Pakistan: DG ISPR
0.153,0.791,0.056,-0.4767,Israeli court sentences 68-year-old Bedouin citizen to 10 months in prison â for trespassing his own land â Mondoweiss
0.0,1.0,0.0,0.0,"Nestle has been taking and selling more water than it's allowed in drought-stricken California, state says"
0.0,1.0,0.0,0.0,Pakistan releases 145 Indian fishermen as goodwill gesture
0.481,0.378,0.141,-0.8074,UN promises to stamp out abuse after child rape allegations.
0.361,0.524,0.115,-0.6908,US-led coalition admits to killing 817 civilians in Iraq and Syria air strikes
0.34,0.566,0.094,-0.5994,French lawsuit launched against Apple for alleged crime of slowing down iPhones
0.361,0.524,0.115,-0.6908,US-led coalition admits to killing 817 civilians in Iraq and Syria air strikes
0.16,0.84,0.0,-0.2732,Scientists Have Found Where Nicotine Addiction Can Be Blocked in The Brain
0.0,1.0,0.0,0.0,You could earn cryptocurrency riding a bike next year
0.371,0.629,0.0,-0.5994,A YouTube video by Putin’s biggest critic calling for protests mysteriously disappeared for a while
0.0,1.0,0.0,0.0,Lorde's Israel concert: ambassador to New Zealand asks to meet singer | Music
0.509,0.491,0.0,-0.8519,Russia: U.S. War With North Korea Would Be a 'Big Catastrophe'
0.367,0.633,0.0,-0.7003,"U.N. rights investigator calls for pressure on China, Russia over Myanmar abuses"
0.0,1.0,0.0,0.0,Taiwan President Says China Military Causing Regional Instability
0.0,1.0,0.0,0.0,South Korea Considers Shuttering Bitcoin Exchanges
0.204,0.796,0.0,-0.3182,"2017 was a 'nightmare year' for children in conflict, UN says"
0.0,1.0,0.0,0.0,"Social network profile to become official ID in China | WeChat, is set to become an official electronic personal identification system in the country.."
0.0,1.0,0.0,0.0,Amateur archaeologist finds evidence that the Nazca Lines were made to be viewed by a sun bird called Inti
0.259,0.741,0.0,-0.4215,Russian Doping Whistleblower Says He Fears For His Life
0.345,0.655,0.0,-0.891,"UK’s poorest to fare worst in age of automation, thinktank warns - Machines threaten jobs generating £290bn in wages and could widen inequality gap, according to IPPR"
0.068,0.932,0.0,-0.296,Missing a beat: half of population never see a uniformed police officer - Total of 44% of respondents to survey in England and Wales have not seen a uniformed officer in their area this year
0.0,0.652,0.348,0.4939,India successfully test fires supersonic interceptor missile
0.153,0.735,0.112,-0.2732,"Jeremy Corbyn pledges to scrap 'no fault' evictions to tip housing rules back in favour of renters - UK Labour’s next manifesto will include a pledge to reduce eviction powers for landlords and tip housing rules back in favour of renters, Jeremy Corbyn has announced."
0.259,0.702,0.039,-0.93,"UNICEF: 2017 a 'nightmare year' for children caught in war zones - According to UNICEF, 2017 was one of the worst years for children caught in conflicts and besieged areas. From being deployed as human shields to acting as suicide bombers, children have become targets on a huge scale."
0.165,0.725,0.11,-0.3612,"Thousands of police officers are calling in sick every day in Puerto Rico, partly to press demands for unpaid overtime pay for hurricane recovery efforts as concerns grow over people’s safety in a U.S. territory struggling to restore power."
0.151,0.707,0.141,-0.0772,"Some 82,000 diabetes patients in southern Russia risk losing access to vital medicines after a pro-Kremlin activist called an NGO helping them to be labelled a ""foreign agent.”"
0.481,0.519,0.0,-0.7579,Putin Orders Agents to ‘Liquidate Bandits’ After Terror Attack
0.164,0.836,0.0,-0.743,Ethiopians deported en masse by Saudi Arabia allege abuses - Undocumented Ethiopian migrants who are being forcibly deported from Saudi Arabia by the thousands in a new crackdown say they were mistreated by authorities while detained.
0.0,0.939,0.061,0.4404,"Birds, bees and butterflies benefited from this year's balmy spring, the National Trust's annual review has found, with species returning to areas where they had not been seen for decades...mild start to the year led to a good nesting season for birds and helped insects to thrive."
0.0,1.0,0.0,0.0,India aims for law that could jail Muslim men who instantly divorce wives
0.397,0.603,0.0,-0.6808,Putin says St Petersburg supermarket bombing was terrorism
0.429,0.571,0.0,-0.6705,Dozens killed in multiple blasts in Kabul
0.348,0.652,0.0,-0.4939,Self-made bomb explodes in St. Petersburg's supermarket
0.529,0.471,0.0,-0.875,"40 killed, 30 wounded in Kabul suicide bombing – Afghan govt"
0.368,0.632,0.0,-0.7506,"China says more than 18,000 officials failed or performed badly in protecting environment"
0.119,0.762,0.119,0.25,South Korea backs out of 2015 'comfort women' reparations deal with Japan citing serious flaws in process and content
0.262,0.738,0.0,-0.4939,"Blast at Afghan news agency office in Kabul, casualties feared"
0.0,1.0,0.0,0.0,A Giant Dog Statue Resembling President Trump Marks Lunar New Year Celebrations in China
0.189,0.811,0.0,-0.4215,Fears of another Fukushima as Tepco plans to restart world's biggest nuclear plant
0.0,1.0,0.0,0.0,Indonesian volcano erupts
0.147,0.784,0.069,-0.4939,"Home Office data show that police in England and Wales failed to identify a suspect in over half of all crimes reported over one year...of the 4.2 million crimes recorded by police forces in 2016/17, suspects were identified in just two million cases, a success rate of 48%."
0.23,0.658,0.112,-0.4215,Russian air defenses destroy two incoming missiles near key airbase in Syria
0.252,0.748,0.0,-0.4019,WHO to recognize gaming disorder as mental health condition
0.0,0.708,0.292,0.5106,UK enjoyed 'greenest year for electricity ever' in 2017
0.259,0.741,0.0,-0.9325,Jailed Russian says he hacked DNC on Kremlin’s orders and can prove it: A jailed Russian who says he hacked into the DNC computers on the Kremlin’s orders to steal emails released during the 2016 U.S. presidential election campaign claims he left behind a data signature to prove his assertion.
0.0,0.73,0.27,0.4019,"Documents Reveal North Korea has Made ""Startling Gains"" in Sea-Based Missile Technology"
0.188,0.743,0.069,-0.5859,"A string of data-tampering scandals at Japanese manufacturers has not tarnished Japan’s image, though it has been a powerful reminder to avoid sacrificing quality when under cost or delivery pressure, a senior economic official said on Wednesday."
0.421,0.579,0.0,-0.6249,"As China smothers Xinjiang, even mild critics are silenced"
0.0,1.0,0.0,0.0,Chinese Ships Spotted Illegally Selling Oil to North Korea by U.S. Spy Satellite
0.171,0.759,0.07,-0.4939,Russian satellite lost after being set to launch from wrong spaceport - Deputy prime minister admits programmers gave the $45m device coordinates for Baikonur rather than Vostochny cosmodrome
0.0,0.769,0.231,0.4019,"Evangelical Christians 'uncritical' in support for Trump, senior bishop says"
0.245,0.755,0.0,-0.5994,The South Korean elite hacking school targeting the North in the cyber war
0.0,1.0,0.0,0.0,French kids' magazine pulped after claiming Israel 'not a real country'
0.083,0.853,0.065,-0.4215,"More than eight million children live in areas of the UK with illegal levels of air pollution, figures suggest. Some 8.3 million under-18s live in local authority areas where levels of harmful pollutant nitrogen dioxide exceeded legal limits in 2015."
0.443,0.503,0.054,-0.9643,"Children caught in war zones are increasingly being used as weapons of war – recruited to fight, forced to act as suicide bombers, and used as human shields – the United Nations children’s agency has warned."
0.539,0.461,0.0,-0.802,"Children increasingly used as weapons of war, Unicef warns | Society"
0.0,1.0,0.0,0.0,Mysterious flesh-eating bacteria infects hundreds in Japan
0.404,0.596,0.0,-0.7269,"Stars of Oscar-nominated Palestinian documentary ""5 Broken Cameras"" imprisoned by Israel"
0.63,0.37,0.0,-0.8176,Vietnam army hires censors to fight 'internet chaos'
0.203,0.707,0.09,-0.7506,"More than 42 million people are suffering from hunger across Latin America and the Caribbean, the United Nations Organization for Food and Agriculture, FAO, said while calling for a rapid response to curb the crisis...Faulty food systems are responsible for the rise in poverty and poor nutrition."
0.0,1.0,0.0,0.0,Iran votes to declare Jerusalem ‘everlasting capital of Palestine’
0.0,0.916,0.084,0.4939,"South Africa will start to tax sugary drinks next year, which could have an impact on $5 million worth of U.S. beverage exports...latest country to have slapped taxes on sugar-sweetened drinks in a bid to reduce consumption and slow an increase in health epidemics such as diabetes and obesity."
0.375,0.526,0.099,-0.6369,Cities sue Defense Department over failed gun checks after Texas massacre
